,name,album,release_date,track_number,id,uri
158,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,8,0k0vFacOHNuArLWMiH60p7,spotify:track:0k0vFacOHNuArLWMiH60p7
159,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,9,6iiAfo4wTA2CVC3Uwx9uh8,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8
160,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,10,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M
161,Forever & Always (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,11,1msEuwSBneBKpVCZQcFTsU,spotify:track:1msEuwSBneBKpVCZQcFTsU
162,The Best Day (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,12,6ON9UuIq49xXY9GPmHIYRp,spotify:track:6ON9UuIq49xXY9GPmHIYRp
163,Change (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,13,3ExweHKZF9B752DPQByRVT,spotify:track:3ExweHKZF9B752DPQByRVT
164,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,14,2m3ObD945KvpE5y9A1eUWm,spotify:track:2m3ObD945KvpE5y9A1eUWm
165,Untouchable (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,15,0tQ9vBYpldCuikPsbgOVKA,spotify:track:0tQ9vBYpldCuikPsbgOVKA
166,Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,16,01QdEx6kFr78ZejhQtWR5m,spotify:track:01QdEx6kFr78ZejhQtWR5m
167,Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,17,1n2wszmJyVkw6FHqyLnQsY,spotify:track:1n2wszmJyVkw6FHqyLnQsY
168,Superstar (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,18,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV
169,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,19,1cSFlSBdpT4F5vb1frQ231,spotify:track:1cSFlSBdpT4F5vb1frQ231
170,Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),09/04/2021,20,2JoJrsEV15OzbijS47lids,spotify:track:2JoJrsEV15OzbijS47lids
171,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),09/04/2021,21,4CHpVfAhuxNJ3ibExe6kxO,spotify:track:4CHpVfAhuxNJ3ibExe6kxO
172,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),09/04/2021,22,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK
173,We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),09/04/2021,23,34V9RiEPe8MNdU32qJsJa1,spotify:track:34V9RiEPe8MNdU32qJsJa1
174,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),09/04/2021,24,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P
175,Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),09/04/2021,25,4uuEGH5SVuzkkSFjo2DEiY,spotify:track:4uuEGH5SVuzkkSFjo2DEiY
176,Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),09/04/2021,26,4qUijfYU8EoIWiY6oSyrgT,spotify:track:4qUijfYU8EoIWiY6oSyrgT
177,willow,evermore (deluxe version),07/01/2021,1,2gVhfX2Gy1T9kDuS9azrF7,spotify:track:2gVhfX2Gy1T9kDuS9azrF7
178,champagne problems,evermore (deluxe version),07/01/2021,2,1gcyHQpBQ1lfXGdhZmWrHP,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP
179,gold rush,evermore (deluxe version),07/01/2021,3,3Dby3p1m6IOZn2gIIqECgK,spotify:track:3Dby3p1m6IOZn2gIIqECgK
180,‘tis the damn season,evermore (deluxe version),07/01/2021,4,6sQckd3Z8NPxVVKUnavY1F,spotify:track:6sQckd3Z8NPxVVKUnavY1F
181,tolerate it,evermore (deluxe version),07/01/2021,5,6lCvK2AR2uOKkVFCVlAzzm,spotify:track:6lCvK2AR2uOKkVFCVlAzzm
182,"no body, no crime (feat. HAIM)",evermore (deluxe version),07/01/2021,6,6uwfVkaOM1mcMkFmSn35ix,spotify:track:6uwfVkaOM1mcMkFmSn35ix
183,happiness,evermore (deluxe version),07/01/2021,7,55Vf4bimc1Rtfg0PAQRAo2,spotify:track:55Vf4bimc1Rtfg0PAQRAo2
184,dorothea,evermore (deluxe version),07/01/2021,8,66tOfHVH3aUrscg8vExRV4,spotify:track:66tOfHVH3aUrscg8vExRV4
185,coney island (feat. The National),evermore (deluxe version),07/01/2021,9,2awNGIJHodfLZSClB3PYhz,spotify:track:2awNGIJHodfLZSClB3PYhz
186,ivy,evermore (deluxe version),07/01/2021,10,43Ykum9T72UOPhBN31grpN,spotify:track:43Ykum9T72UOPhBN31grpN
187,cowboy like me,evermore (deluxe version),07/01/2021,11,52OkpDsU6MmPx1AwGOb6Ap,spotify:track:52OkpDsU6MmPx1AwGOb6Ap
188,long story short,evermore (deluxe version),07/01/2021,12,5VYWxXUpxuxEmCqMLDqICo,spotify:track:5VYWxXUpxuxEmCqMLDqICo
189,marjorie,evermore (deluxe version),07/01/2021,13,5uICWmZTLkpEVbK22PBP6e,spotify:track:5uICWmZTLkpEVbK22PBP6e
190,closure,evermore (deluxe version),07/01/2021,14,6a8aUhYbaQBUI8PcJ5ZmQ6,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6
191,evermore (feat. Bon Iver),evermore (deluxe version),07/01/2021,15,6Wlq9rqkxrqj5Kls4Kw14H,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H
192,right where you left me - bonus track,evermore (deluxe version),07/01/2021,16,3zwMVvkBe2qIKDObWgXw4N,spotify:track:3zwMVvkBe2qIKDObWgXw4N
193,it’s time to go - bonus track,evermore (deluxe version),07/01/2021,17,1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6
194,willow,evermore,11/12/2020,1,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f
195,champagne problems,evermore,11/12/2020,2,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339
196,gold rush,evermore,11/12/2020,3,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq
197,‘tis the damn season,evermore,11/12/2020,4,7dW84mWkdWE5a6lFWxJCBG,spotify:track:7dW84mWkdWE5a6lFWxJCBG
198,tolerate it,evermore,11/12/2020,5,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6
199,"no body, no crime (feat. HAIM)",evermore,11/12/2020,6,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF
